time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-28T11:50:13.000Z,64.7301,-148.9467,11.6,3.1,ml,,,,0.91,ak,ak11725460,2015-09-28T19:52:48.210Z,"18km NNE of North Nenana, Alaska",earthquake
2015-09-28T11:45:00.000Z,36.1966,-97.1597,2.239,2.9,ml,,55,,0.66,us,us10003im1,2015-09-28T21:11:47.905Z,"12km NW of Stillwater, Oklahoma",earthquake
2015-09-28T10:37:08.000Z,51.6463,-174.4646,49.9,3.4,ml,,,,0.43,ak,ak11725428,2015-09-28T18:39:38.126Z,"63km SSW of Atka, Alaska",earthquake
2015-09-28T08:16:02.220Z,-3.3334,-80.605,45.38,4.8,mb,,115,4.149,0.95,us,us20003pmn,2015-09-28T16:18:30.565Z,"31km NW of Tumbes, Peru",earthquake
2015-09-28T07:41:44.740Z,3.6882,-31.8949,10,4.7,mb,,111,10.264,1.28,us,us20003pmj,2015-09-28T15:44:20.864Z,"Central Mid-Atlantic Ridge",earthquake
2015-09-28T07:07:10.180Z,19.9964,-45.566,10,4.8,mb,,102,15.613,0.81,us,us20003pmc,2015-09-28T15:09:41.308Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T06:58:48.400Z,18.9423,-67.432,61,3.1,Md,16,270,0.55695548,0.4,pr,pr15271002,2015-09-28T15:01:30.862Z,"60km NW of San Antonio, Puerto Rico",earthquake
2015-09-28T06:40:08.030Z,20.1377,-45.6373,10,4.6,mb,,101,15.74,0.86,us,us20003pm8,2015-09-28T14:42:47.263Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T06:35:35.000Z,18.9139,-64.305,32,3,Md,6,309.6,0.18505295,0.15,pr,pr15271005,2015-09-28T14:38:11.603Z,"64km NNE of Road Town, British Virgin Islands",earthquake
2015-09-28T06:05:42.900Z,-31.7648,-72.3057,10,4.8,mwr,,81,1.23,1.35,us,us20003pm3,2015-09-28T14:08:16.397Z,"109km W of Illapel, Chile",earthquake
2015-09-28T05:31:32.500Z,18.1928,-63.9858,20,3.2,Md,5,316.8,0.49407341,0.34,pr,pr15271003,2015-09-28T13:34:08.554Z,"71km ESE of Road Town, British Virgin Islands",earthquake
2015-09-28T04:55:37.864Z,41.8564,-119.6267,10.2,3,ml,8,105.57,0.159,0.2002,nn,nn00512559,2015-09-28T06:49:28.755Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-28T04:53:14.450Z,14.4382,-93.6281,37.29,4.5,mb,,188,1.874,1.08,us,us20003plx,2015-09-28T12:56:00.202Z,"133km WSW of Puerto Madero, Mexico",earthquake
2015-09-28T04:34:35.000Z,62.8035,-151.1282,119.8,3.2,ml,,,,0.72,ak,ak11725311,2015-09-28T12:37:08.970Z,"74km NW of Talkeetna, Alaska",earthquake
2015-09-28T04:31:22.000Z,-16.73,-73.11,15,4.3,ml,,,,1.01,us,us10003jn3,2015-10-01T23:47:47.821Z,"44km WSW of Camana, Peru",earthquake
2015-09-28T04:16:09.720Z,-31.3703,-71.556,32.37,4.1,mb,,82,0.503,0.9,us,us20003plr,2015-09-30T00:55:40.575Z,"47km NW of Illapel, Chile",earthquake
2015-09-28T03:36:28.500Z,18.0405,-65.3927,18,2.7,Md,9,147.6,0.16169675,0.25,pr,pr15271001,2015-09-28T11:39:12.062Z,"10km SE of Esperanza, Puerto Rico",earthquake
2015-09-28T03:23:48.100Z,19.11,-67.7508,30,2.8,Md,7,316.8,0.76626294,0.21,pr,pr15271000,2015-09-28T11:26:24.133Z,"90km NE of Punta Cana, Dominican Republic",earthquake
2015-09-28T03:16:56.500Z,36.6274,-97.6737,5.301,2.9,ml,,60,,0.63,us,us10003ilk,2015-09-30T00:48:20.309Z,"20km SSE of Medford, Oklahoma",earthquake
2015-09-28T03:14:41.000Z,61.5363,-140.69,0,2.6,ml,,,,0.71,ak,ak11725297,2015-09-28T11:17:24.584Z,"189km NNE of Cape Yakataga, Alaska",earthquake
2015-09-28T03:12:01.610Z,36.5301,-98.8461,5,2.6,mb_lg,,44,0.195,0.48,us,us20003plf,2015-09-28T11:14:45.300Z,"33km ENE of Mooreland, Oklahoma",earthquake
2015-09-28T03:07:40.280Z,-31.7107,-72.0656,20.08,4.4,mb,,191,1.041,0.77,us,us20003pla,2015-09-30T00:42:28.728Z,"85km W of Illapel, Chile",earthquake
2015-09-28T03:07:16.500Z,-5.1772,-76.7798,107.83,4.5,mb,,96,4.777,0.92,us,us20003plb,2015-09-28T11:09:52.138Z,"39km SSW of Barranca, Peru",earthquake
2015-09-28T02:31:50.000Z,-16.81,-70.58,13,4,mb,,,,1.13,us,us10003jn2,2015-10-01T23:41:59.772Z,"40km NE of Torata, Peru",earthquake
2015-09-28T01:39:50.580Z,37.062,-97.5183,6.08,2.5,ml,,108,0.059,0.32,us,us10003ij9,2015-10-02T06:52:24.140Z,"8km ENE of Caldwell, Kansas",earthquake
2015-09-28T01:02:06.080Z,20.1829,-45.5437,10,5.1,mb,,71,15.57,1.26,us,us20003pl3,2015-09-28T09:04:33.791Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:48:29.240Z,35.6302,140.2986,62.07,4.4,mb,,162,0.605,0.45,us,us20003pl8,2015-09-29T01:32:36.991Z,"2km SW of Yachimata, Japan",earthquake
2015-09-28T00:44:25.940Z,19.9735,-45.342,10,5,mb,,104,15.222,1.21,us,us20003pl2,2015-09-28T08:46:54.989Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:42:23.340Z,20.0793,-45.4285,10,4.9,mb,,83,15.191,0.98,us,us20003pkx,2015-09-28T17:57:21.000Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:32:34.800Z,20.2737,-45.6681,10,5,mb,,61,15.465,0.77,us,us20003pkv,2015-09-28T17:57:20.000Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-27T22:39:57.670Z,-31.2202,-71.8543,20.23,4.6,mwr,,118,0.576,1.17,us,us20003pk8,2015-09-28T06:42:41.644Z,"79km NW of Illapel, Chile",earthquake
2015-09-27T21:59:43.650Z,35.9894,-96.8061,2.67,3.2,mb_lg,,87,0.045,0.77,us,usd00065a4,2015-09-27T23:08:42.624Z,"3km W of Cushing, Oklahoma",earthquake
2015-09-27T21:04:46.240Z,-31.6748,-71.6072,30.18,4.9,mwr,,73,1.344,0.97,us,us20003pjl,2015-09-28T01:50:28.178Z,"42km W of Illapel, Chile",earthquake
2015-09-27T21:01:04.960Z,-30.3456,-72.2026,4.37,4.4,mwr,,92,0.589,1.23,us,us20003pjk,2015-09-28T05:03:39.981Z,"93km WSW of Coquimbo, Chile",earthquake
2015-09-27T16:44:29.180Z,-30.6556,-72.0213,11.05,4.4,mb,,195,0.333,1.12,us,us20003pis,2015-09-28T00:47:12.306Z,"78km W of Ovalle, Chile",earthquake
2015-09-27T16:25:58.150Z,-30.777,-71.4309,33.52,4.5,mb,,115,0.203,0.79,us,us20003pir,2015-09-28T00:28:40.877Z,"29km SW of Ovalle, Chile",earthquake
2015-09-27T14:46:54.000Z,56.9939,-155.7642,68.6,2.8,ml,,,,0.53,ak,ak11724943,2015-09-27T22:49:36.540Z,"123km WSW of Larsen Bay, Alaska",earthquake
2015-09-27T14:46:22.720Z,13.0366,51.2633,10,4.7,mb,,73,2.706,0.81,us,us20003pim,2015-09-27T22:48:50.219Z,"130km N of Bereeda, Somalia",earthquake
2015-09-27T14:32:56.800Z,-30.6749,-72.6675,13.36,4.5,mb,,152,0.889,1.11,us,us20003pig,2015-09-27T22:35:24.915Z,"140km W of Ovalle, Chile",earthquake
2015-09-27T14:31:27.160Z,37.2838,71.799,141.24,4.1,mb,,86,0.269,0.54,us,us20003pih,2015-09-27T22:34:19.453Z,"3km NW of Roshtqal'a, Tajikistan",earthquake
2015-09-27T14:27:08.230Z,36.5973,-98.1983,9.26,2.7,mb_lg,,96,0.196,0.24,us,us20003pid,2015-09-27T22:29:36.714Z,"8km NE of Helena, Oklahoma",earthquake
2015-09-27T14:15:45.000Z,59.9598,-153.1546,109.2,3.4,ml,,,,0.75,ak,ak11724929,2015-09-27T22:18:15.632Z,"62km SSW of Redoubt Volcano, Alaska",earthquake
2015-09-27T13:45:27.000Z,67.5994,-162.8796,22.1,3.5,ml,,,,1.13,ak,ak11724894,2015-09-27T21:48:04.940Z,"4km NE of Noatak, Alaska",earthquake
2015-09-27T13:43:53.690Z,-60.3087,-45.0961,13.43,4.7,mb,,59,6.819,0.6,us,us20003pin,2015-09-27T21:46:22.138Z,"Scotia Sea",earthquake
2015-09-27T13:42:47.390Z,36.8912,-97.9091,5,2.9,mb_lg,,76,0.056,0.19,us,us20003pi3,2015-09-27T14:58:46.137Z,"18km WNW of Medford, Oklahoma",earthquake
2015-09-27T13:35:35.100Z,18.9286,-67.6587,7,2.6,Md,3,248.4,0.56773526,0.25,pr,pr15270040,2015-09-27T21:38:14.378Z,"76km NW of Aguadilla, Puerto Rico",earthquake
2015-09-27T13:34:31.200Z,18.9055,-67.7904,23,3,Md,10,316.8,0.59648135,0.23,pr,pr15270034,2015-09-27T21:37:08.940Z,"73km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-27T13:06:15.200Z,18.9235,-67.7451,10,2.9,Md,5,324,0.59288809,0.25,pr,pr15270038,2015-09-27T21:08:51.989Z,"79km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-27T12:18:02.900Z,19.1014,-64.7399,52,2.8,Md,6,259.2,0.53449759,0.31,pr,pr15270044,2015-09-27T20:20:34.991Z,"76km N of Road Town, British Virgin Islands",earthquake
2015-09-27T10:25:59.500Z,19.8542,-65.9032,75,3.4,Md,11,270,1.5460006,0.3,pr,pr15270039,2015-09-27T19:16:00.576Z,"155km N of San Juan, Puerto Rico",earthquake
2015-09-27T10:21:55.970Z,-23.9117,-179.1529,431.99,4.7,mb,,126,12.076,0.89,us,us20003ph2,2015-09-27T18:24:35.436Z,"South of the Fiji Islands",earthquake
2015-09-27T10:10:03.764Z,39.645,-119.1478,7.2,3,ml,47,53.62,0.194,0.1984,nn,nn00512464,2015-09-27T18:12:45.622Z,"9km ENE of Fernley, Nevada",earthquake
2015-09-27T09:37:34.300Z,19.3857,-65.191,59,3.1,Md,4,302.4,1.0519272,0.07,pr,pr15270037,2015-09-27T18:44:04.967Z,"118km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-27T08:28:36.830Z,-30.7214,-71.4645,34.86,4.7,mb,,52,0.154,0.69,us,us20003pgs,2015-09-27T16:31:05.564Z,"28km WSW of Ovalle, Chile",earthquake
2015-09-27T08:02:44.900Z,18.801,-65.834,15,3.3,Md,17,216,0.52731107,0.3,pr,pr15270015,2015-09-27T16:05:27.860Z,"41km N of Loiza, Puerto Rico",earthquake
2015-09-27T07:23:36.100Z,18.8596,-64.4473,34,2.9,Md,5,262.8,0.16798496,0.17,pr,pr15270036,2015-09-27T17:49:00.399Z,"52km NNE of Road Town, British Virgin Islands",earthquake
2015-09-27T07:07:24.500Z,18.7674,-67.7714,7,2.6,Md,4,244.8,0.47071721,0.11,pr,pr15270035,2015-09-27T17:33:55.525Z,"69km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-27T07:04:58.360Z,-9.7309,107.9545,21.06,4.6,mb,,96,2.165,0.97,us,us20003ph4,2015-09-27T15:07:58.140Z,"215km S of Kalapagenep, Indonesia",earthquake
2015-09-27T06:16:45.000Z,57.0319,-156.294,94.7,3.2,ml,,,,0.72,ak,ak11724650,2015-09-27T14:19:24.634Z,"140km NNW of Chirikof Island, Alaska",earthquake
2015-09-27T05:58:16.700Z,19.4972,-64.4065,54,3.4,Md,5,306,0.76626294,0.09,pr,pr15270029,2015-09-27T14:00:47.504Z,"121km N of Road Town, British Virgin Islands",earthquake
2015-09-27T05:48:00.630Z,-30.6312,-71.8468,19.73,4.7,mb,,81,0.187,0.86,us,us20003pga,2015-09-27T15:12:12.040Z,"62km W of Ovalle, Chile",earthquake
2015-09-27T05:44:25.900Z,19.6588,-66.362,50,3.2,Md,6,306,1.35645608,0.3,pr,pr15270033,2015-09-27T14:31:08.575Z,"131km N of Brenas, Puerto Rico",earthquake
2015-09-27T05:35:16.700Z,19.1201,-68.7626,97,3.6,Md,15,309.6,0.70158424,0.4,pr,pr15270010,2015-09-27T13:38:23.180Z,"33km ENE of Miches, Dominican Republic",earthquake
2015-09-27T05:20:08.000Z,60.161,-152.781,115.7,2.6,ml,,,,0.56,ak,ak11724618,2015-09-27T13:22:39.264Z,"36km S of Redoubt Volcano, Alaska",earthquake
2015-09-27T05:06:28.700Z,19.1525,-66.4714,26,2.8,Md,4,298.8,0.84441637,0.14,pr,pr15270031,2015-09-27T14:03:14.448Z,"76km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-09-27T04:53:23.000Z,59.9762,-151.5251,78.8,3.4,ml,,,,0.6,ak,ak11724594,2015-09-27T12:56:08.467Z,"28km NE of Anchor Point, Alaska",earthquake
2015-09-27T04:49:22.900Z,18.024,-65.3712,13,2.7,Md,8,219.6,0.18595126,0.25,pr,pr15270009,2015-09-27T12:52:00.125Z,"13km SE of Esperanza, Puerto Rico",earthquake
2015-09-27T04:23:44.730Z,35.0054,-111.7463,5,2.9,ml,,55,0.594,0.37,us,us20003pg0,2015-09-27T22:20:03.056Z,"11km SSW of Kachina Village, Arizona",earthquake
2015-09-27T04:20:00.500Z,19.006,-67.6809,13,2.9,Md,7,252,0.82465343,0.54,pr,pr15270030,2015-09-27T14:02:07.029Z,"83km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T04:14:42.700Z,19.0195,-67.9765,39,3.1,Md,4,324,0.78692419,0.62,pr,pr15270028,2015-09-27T14:01:18.826Z,"66km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T04:13:41.200Z,19.048,-67.7874,70,3,Md,16,234,0.77255114,0.85,pr,pr15270008,2015-09-27T12:16:17.700Z,"83km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T03:58:37.000Z,63.6313,-150.8261,15.4,2.7,ml,,,,1.03,ak,ak11724574,2015-09-27T12:01:20.030Z,"95km WSW of Healy, Alaska",earthquake
2015-09-27T03:46:18.430Z,36.5292,-98.8664,5,2.8,mb_lg,,76,0.184,0.57,us,us20003pfp,2015-09-27T04:31:00.570Z,"31km ENE of Mooreland, Oklahoma",earthquake
2015-09-27T03:16:23.470Z,42.4426667,-74.4371667,13.76,3.02,ml,22,43,0.2556,0.27,ld,ld60102901,2015-09-30T18:16:31.499Z,"14km ENE of Stamford, New York",earthquake
2015-09-27T03:00:56.800Z,19.0135,-67.7021,14,2.7,Md,5,237.6,0.81297533,0.57,pr,pr15270025,2015-09-27T14:00:01.668Z,"85km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T02:56:13.880Z,-7.2409,129.7219,109.82,5.6,mb,,38,4.976,1.09,us,us20003pf6,2015-09-27T22:13:12.040Z,"192km WNW of Saumlaki, Indonesia",earthquake
2015-09-27T02:44:29.800Z,19.1455,-64.661,14,3.1,Md,3,280.8,0.51653129,0.25,pr,pr15270023,2015-09-27T12:10:45.279Z,"80km N of Road Town, British Virgin Islands",earthquake
2015-09-27T02:44:00.617Z,41.8709,-119.6123,10.2,4.2,ml,10,76.51,0.159,0.1649,nn,nn00512427,2015-09-27T22:55:43.121Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-27T02:42:01.210Z,-8.1343,149.8021,49.98,4.4,mb,,102,2.9,0.81,us,us20003pf4,2015-09-27T10:44:42.916Z,"183km ENE of Popondetta, Papua New Guinea",earthquake
2015-09-27T02:26:12.400Z,19.6783,-67.6857,24,3.2,Md,3,338.4,1.59091637,0.23,pr,pr15270022,2015-09-27T12:09:36.952Z,"142km NNE of Punta Cana, Dominican Republic",earthquake
2015-09-27T02:22:58.600Z,19.0386,-66.4781,24,3,Md,3,291.6,0.73572022,0.21,pr,pr15270021,2015-09-27T12:08:14.668Z,"63km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-09-27T02:15:23.600Z,19.1294,-67.708,16,3,Md,10,248.4,0.86687425,0.67,pr,pr15270019,2015-09-27T12:07:26.100Z,"95km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T02:05:37.400Z,19.0963,-67.7475,58,3.2,Md,13,244.8,0.75278821,0.91,pr,pr15270003,2015-09-27T10:08:21.934Z,"89km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T02:04:44.100Z,19.3575,-67.028,78,2.6,Md,3,356.4,0.88843382,0.21,pr,pr15270006,2015-09-27T10:07:17.119Z,"94km N of Isabela, Puerto Rico",earthquake
2015-09-27T01:46:26.560Z,-19.7833,-178.0106,582.65,4.4,mb,,98,4.245,0.85,us,us20003pey,2015-09-27T09:48:53.554Z,"119km NE of Ndoi Island, Fiji",earthquake
2015-09-27T01:29:05.400Z,19.148,-67.6389,41,3,Md,6,262.8,0.83992479,0.72,pr,pr15270017,2015-09-27T12:06:18.598Z,"92km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T01:19:18.900Z,18.8094,-67.874,23,3.2,Md,4,327.6,0.56504031,0.52,pr,pr15270016,2015-09-27T12:05:30.146Z,"61km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-27T01:14:13.140Z,31.2023333,-115.7341667,5.96,3.36,ml,14,210,0.775,0.25,ci,ci37249559,2015-10-01T16:29:49.475Z,"98km SE of Maneadero, B.C., MX",earthquake
2015-09-27T01:11:49.700Z,19.2091,-67.6601,36,2.7,Md,4,277.2,0.90190855,0.41,pr,pr15270013,2015-09-27T12:04:42.128Z,"98km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T00:55:59.500Z,19.1595,-67.6999,19,3,Md,14,241.2,0.90999338,0.33,pr,pr15270002,2015-09-27T08:58:32.854Z,"97km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T00:54:30.000Z,19.0132,-67.764,24,2.8,Md,4,334.8,0.68092299,0.1,pr,pr15270026,2015-09-27T12:35:54.693Z,"82km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T00:51:27.700Z,18.9242,-67.6928,4,3,Md,9,230.4,0.57402347,0.34,pr,pr15270024,2015-09-27T12:26:15.752Z,"78km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T00:47:29.100Z,18.9591,-67.7762,35,2.8,Md,4,331.2,0.63690554,0.1,pr,pr15270018,2015-09-27T11:13:33.548Z,"78km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-27T00:40:35.000Z,19.0443,-67.7174,44,3.6,Md,20,230.4,0.81207702,0.54,pr,pr15270001,2015-09-27T08:43:09.852Z,"88km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T00:36:55.000Z,19.0806,-67.681,13,2.7,Md,11,244.8,0.87046751,0.31,pr,pr15270014,2015-09-27T08:39:32.502Z,"89km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T00:35:31.900Z,19.1895,-67.6535,31,2.6,Md,5,252,0.88124729,0.23,pr,pr15270011,2015-09-27T08:38:08.824Z,"96km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T00:26:50.700Z,19.065,-67.7095,36,3,Md,10,241.2,0.82106017,0.5,pr,pr15270007,2015-09-27T08:29:26.223Z,"90km NE of Punta Cana, Dominican Republic",earthquake
2015-09-27T00:18:57.400Z,19.1343,-67.6307,33,2.6,Md,8,248.4,0.94143442,0.14,pr,pr15270005,2015-09-27T08:21:39.035Z,"90km NW of San Antonio, Puerto Rico",earthquake
2015-09-27T00:17:37.900Z,18.9461,-67.7695,62,3.3,Md,16,219.6,0.62253249,0.94,pr,pr15270000,2015-09-27T08:20:14.499Z,"78km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-26T23:59:25.190Z,-31.7748,-72.9538,10,4.3,mwr,,78,1.575,1.38,us,us20003ped,2015-09-27T08:01:56.881Z,"170km W of Illapel, Chile",earthquake
2015-09-26T23:44:11.500Z,18.8383,-67.7825,62,2.9,Md,7,226.8,0.6521769,0.31,pr,pr15269015,2015-09-27T07:46:55.256Z,"71km ENE of Punta Cana, Dominican Republic",earthquake
2015-09-26T23:42:01.500Z,19.0345,-67.7174,48,3,Md,12,241.2,0.81387365,0.23,pr,pr15269014,2015-09-27T07:44:33.567Z,"88km NE of Punta Cana, Dominican Republic",earthquake
2015-09-26T23:28:52.800Z,18.9239,-67.6494,21,2.6,Md,6,248.4,0.56054874,0.3,pr,pr15269019,2015-09-27T07:31:25.781Z,"75km NW of Aguadilla, Puerto Rico",earthquake
2015-09-26T23:21:39.900Z,18.979,-67.6638,24,3,Md,9,234,0.73033033,0.25,pr,pr15269018,2015-09-27T07:24:19.868Z,"80km NW of San Antonio, Puerto Rico",earthquake
2015-09-26T23:14:06.580Z,35.7112,-111.9442,5,3.3,ml,,27,0.503,0.76,us,us20003pea,2015-09-27T13:56:56.278Z,"41km SSE of Grand Canyon Village, Arizona",earthquake
2015-09-26T23:10:43.900Z,19.03,-67.6333,24,2.6,Md,7,237.6,0.6584651,0.2,pr,pr15269017,2015-09-27T07:13:09.906Z,"81km NW of San Antonio, Puerto Rico",earthquake
2015-09-26T23:05:01.200Z,18.825,-68.808,119,2.8,Md,3,338.4,0.50934477,0.31,pr,pr15269016,2015-09-27T07:07:39.224Z,"24km NW of Otra Banda, Dominican Republic",earthquake
2015-09-26T22:55:29.500Z,18.843,-67.991,25,2.7,Md,4,331.2,0.66475331,0.28,pr,pr15269013,2015-09-27T06:58:01.573Z,"52km NE of Punta Cana, Dominican Republic",earthquake
2015-09-26T22:42:20.730Z,21.6162,143.1049,307.59,4.5,mb,,99,5.519,0.71,us,us20003pe6,2015-09-27T06:44:53.543Z,"221km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-09-26T21:40:35.200Z,-57.0758,-142.2866,10,5.1,mb,,66,26.928,1.29,us,us20003pdw,2015-09-27T15:01:39.040Z,"Pacific-Antarctic Ridge",earthquake
2015-09-26T21:18:04.010Z,-31.2632,-71.7982,29.05,3.9,mwr,,125,0.604,0.68,us,us20003pdn,2015-09-27T05:20:33.631Z,"72km NW of Illapel, Chile",earthquake
2015-09-26T20:57:21.000Z,51.9196,-178.5082,133.9,2.6,ml,,,,0.38,ak,ak11724333,2015-10-02T00:58:00.567Z,"25km W of Tanaga Volcano, Alaska",earthquake
2015-09-26T20:52:33.850Z,-30.7702,-71.4893,41.1,4.1,mwr,,64,0.158,0.69,us,us20003pdj,2015-09-27T04:55:05.405Z,"33km SW of Ovalle, Chile",earthquake
2015-09-26T20:42:12.000Z,51.8776,-173.2128,50.7,2.5,ml,,,,0.54,ak,ak11724331,2015-10-02T00:58:43.597Z,"76km ESE of Atka, Alaska",earthquake
2015-09-26T20:23:52.963Z,41.8537,-119.6042,7.5,2.8,ml,8,75.69,0.174,0.1761,nn,nn00512373,2015-09-27T04:26:32.019Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-26T19:27:40.115Z,41.8636,-119.6007,8.5,3.1,ml,7,76.17,0.17,0.1812,nn,nn00512362,2015-09-27T03:30:21.039Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-26T19:08:29.320Z,41.8542,-119.6043,9,3.3,ml,8,75.71,0.173,0.2879,nn,nn00512358,2015-09-27T17:18:33.998Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-26T18:49:54.050Z,-31.6077,-71.9793,22.63,4.1,mb,,120,0.976,0.78,us,us20003pd2,2015-09-29T16:15:53.842Z,"77km W of Illapel, Chile",earthquake
2015-09-26T18:48:59.300Z,18.9445,-65.237,12,3.2,Md,16,212.4,0.63421059,0.23,pr,pr15269009,2015-09-29T16:05:11.040Z,"71km N of Culebra, Puerto Rico",earthquake
2015-09-26T18:17:24.880Z,-6.2648,151.6721,2.83,5.5,mb,,18,2.117,0.81,us,us20003pcw,2015-09-29T15:41:38.842Z,"186km ESE of Kimbe, Papua New Guinea",earthquake
2015-09-26T18:09:36.000Z,51.8601,-177.7381,6.5,2.6,ml,,,,0.59,ak,ak11724146,2015-10-02T00:58:22.506Z,"27km E of Tanaga Volcano, Alaska",earthquake
2015-09-26T18:07:37.600Z,-30.3813,-72.1508,15.95,4,mb,,195,0.532,1.88,us,us20003pcr,2015-09-29T15:26:23.239Z,"91km WSW of Coquimbo, Chile",earthquake
2015-09-26T17:56:23.000Z,60.1079,-152.6364,92.5,3.1,ml,,,,0.7,ak,ak11724137,2015-10-02T00:55:05.974Z,"51km S of Redoubt Volcano, Alaska",earthquake
2015-09-26T17:53:04.000Z,67.6735,-163.323,20.8,3.1,ml,,,,0.42,ak,ak11728546,2015-10-02T00:57:16.017Z,"19km NW of Noatak, Alaska",earthquake
2015-09-26T17:27:02.000Z,67.6812,-163.4339,13.9,3.8,ml,,,,0.62,ak,ak11724118,2015-10-02T00:56:54.067Z,"23km NW of Noatak, Alaska",earthquake
2015-09-26T17:23:26.750Z,5.2455,123.7624,516,5.5,mwb,,31,2.558,1.02,us,us20003pci,2015-09-29T14:52:48.872Z,"116km SSW of Palimbang, Philippines",earthquake
2015-09-26T16:13:26.370Z,14.7862,-92.4456,87.07,4.6,mb,,135,1.516,0.78,us,us20003pca,2015-09-26T19:08:09.302Z,"7km NNW of Puerto Madero, Mexico",earthquake
2015-09-26T15:15:08.000Z,67.8137,-162.6437,21.9,2.8,ml,,,,0.4,ak,ak11723964,2015-10-02T00:55:28.367Z,"30km NNE of Noatak, Alaska",earthquake
2015-09-26T14:58:20.900Z,19.656,-64.097,25,3.4,Md,4,331.2,0.94772262,0.18,pr,pr15269008,2015-09-26T23:00:52.022Z,"147km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T14:45:52.000Z,66.0528,-171.6788,25.2,3.8,ml,,,,0.64,ak,ak11728526,2015-10-02T00:56:17.458Z,"60km NNW of Lavrentiya, Russia",earthquake
2015-09-26T14:28:49.390Z,-4.0748,127.5863,225.9,4.7,mb,,64,4.793,0.9,us,us20003pby,2015-09-26T22:31:19.808Z,"73km WSW of Amahusu, Indonesia",earthquake
2015-09-26T14:24:19.810Z,-21.238,-175.7968,149.22,5,mb,,92,5.918,1.28,us,us20003pbx,2015-09-26T22:26:45.670Z,"61km W of Havelu, Tonga",earthquake
2015-09-26T14:14:36.500Z,18.9064,-64.3161,30,3,Md,4,306,0.17696811,0.18,pr,pr15269007,2015-09-26T22:17:07.144Z,"62km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T13:47:51.220Z,23.9556,-108.8749,10,4.9,mb,,104,1.015,1.11,us,us20003pbl,2015-09-26T21:50:25.207Z,"130km NE of San Jose del Cabo, Mexico",earthquake
2015-09-26T12:52:55.100Z,19.1215,-64.3346,48,3.2,Md,5,309.6,0.38986883,0.25,pr,pr15269006,2015-09-26T20:55:28.691Z,"83km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T12:45:21.800Z,18.9638,-64.9527,13,3.1,Md,4,255.6,0.70158424,0.25,pr,pr15269005,2015-09-26T20:47:55.017Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:44:08.300Z,18.9867,-64.9315,17,3.1,Md,5,259.2,0.6404988,0.25,pr,pr15269004,2015-09-26T20:46:50.013Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:43:21.400Z,18.9241,-64.9223,10,2.8,Md,5,255.6,0.57043021,0.27,pr,pr15269003,2015-09-26T20:46:04.218Z,"64km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:25:43.000Z,51.3242,-174.2289,37.3,2.5,ml,,,,0.37,ak,ak11723824,2015-10-02T00:59:05.140Z,"97km S of Atka, Alaska",earthquake
