place_id,place_type,place_name,continent,country,canton,county,department,province,state,latitude,longitude,description,place_note
GLENFARG,Settlement,Glenfarg,Europe,Scotland,,Perth and Kinross,,,,56.280513,-3.404155,A glen in Perthshire&#x002C; approximately four miles in length&#x002C; that follows the River Farg.,"Visited before returning to Kehl, Germany."
